Date;InvoiceNo;CustomerNo;SalesPerson;ProductNo;UnitPrice;Quantity;Amount
15/06/2003;20512;10738;19;8;9,20;50;460,00
26/12/2003;20513;10594;12;22;21,05;35;736,75
24/08/2003;20514;10426;4;48;14,00;12;168,00
05/05/2003;20515;10170;26;30;36,00;6;216,00
30/11/2003;20516;10902;12;28;18,00;33;594,00
21/02/2003;20517;10749;19;44;53,00;20;1060,00
23/10/2003;20518;10266;3;59;55,00;15;825,00
03/11/2003;20519;10980;19;13;19,00;30;570,00
30/07/2003;20520;10736;9;54;24,00;23;552,00
10/02/2003;20521;10713;25;63;38,00;33;1254,00
30/05/2003;20522;10232;25;37;13,25;46;609,50
05/01/2003;20523;10757;21;73;49,30;47;2317,10
08/01/2003;20524;10622;7;66;14,00;11;154,00
21/09/2003;20525;10648;22;11;15,00;12;180,00
22/10/2003;20526;10898;14;32;12,00;40;480,00
30/06/2003;20527;10596;17;46;15,50;37;573,50
04/12/2003;20528;10843;16;59;55,00;37;2035,00
24/04/2003;20529;10019;14;75;13,25;6;79,50
04/06/2003;20530;10932;15;31;21,05;3;63,15
14/09/2003;20531;10306;16;33;18,00;24;432,00
03/06/2003;20532;10534;21;10;49,30;9;443,70
17/04/2003;20533;10734;2;48;14,00;7;98,00
07/12/2003;20534;10673;25;43;15,00;14;210,00
07/08/2003;20535;10677;21;72;7,75;12;93,00
03/01/2003;20536;10886;26;76;9,50;39;370,50
05/02/2003;20537;10532;8;16;19,00;43;817,00
09/02/2003;20538;10964;3;44;53,00;41;2173,00
20/07/2003;20539;10997;6;63;38,00;41;1558,00
12/08/2003;20540;10599;25;59;55,00;41;2255,00
20/08/2003;20541;10628;6;62;18,00;36;648,00
21/02/2003;20542;10225;4;25;36,00;19;684,00
04/02/2003;20543;10816;20;23;32,00;42;1344,00
23/09/2003;20544;10583;10;33;18,00;43;774,00
29/10/2003;20545;10600;4;60;263,50;24;6324,00
14/02/2003;20546;10785;7;52;24,00;43;1032,00
27/11/2003;20547;10963;25;43;15,00;23;345,00
30/03/2003;20548;10916;5;74;24,00;5;120,00
02/07/2003;20549;10530;11;42;7,00;37;259,00
30/01/2003;20550;10456;11;45;12,50;21;262,50
26/11/2003;20551;10811;19;42;7,00;49;343,00
11/12/2003;20552;10042;12;5;12,50;8;100,00
15/08/2003;20553;10399;9;23;32,00;47;1504,00
14/08/2003;20554;10365;22;32;12,00;42;504,00
04/06/2003;20555;10791;6;77;9,65;46;443,90
02/12/2003;20556;10226;4;6;15,50;2;31,00
18/02/2003;20557;10719;7;23;32,00;23;736,00
16/07/2003;20558;10031;13;39;10,00;2;20,00
20/05/2003;20559;10161;6;55;9,00;15;135,00
05/09/2003;20560;10260;10;19;30,00;14;420,00
18/11/2003;20561;10433;25;13;19,00;50;950,00
03/07/2003;20562;10692;2;2;43,90;48;2107,20
26/01/2003;20563;10020;17;1;14,00;5;70,00
21/09/2003;20564;10411;2;8;9,20;19;174,80
26/09/2003;20565;10050;11;46;15,50;13;201,50
26/12/2003;20566;10883;22;77;9,65;30;289,50
19/10/2003;20567;10571;9;43;15,00;6;90,00
05/12/2003;20568;10628;6;17;12,75;33;420,75
08/04/2003;20569;10036;12;13;19,00;39;741,00
05/04/2003;20570;10268;6;56;30,00;21;630,00
24/03/2003;20571;10642;25;28;18,00;45;810,00
11/10/2003;20572;10992;9;13;19,00;49;931,00
01/01/2003;20573;10456;4;42;7,00;5;35,00
23/08/2003;20574;10710;4;19;30,00;39;1170,00
18/12/2003;20575;10448;12;3;43,90;51;2238,90
14/12/2003;20576;10424;9;50;10,00;8;80,00
26/01/2003;20577;10867;1;66;14,00;9;126,00
23/08/2003;20578;10610;2;21;12,50;47;587,50
08/01/2003;20579;10605;9;24;23,25;32;744,00
23/06/2003;20580;10633;3;3;43,90;15;658,50
08/06/2003;20581;10451;21;25;36,00;50;1800,00
01/04/2003;20582;10476;22;15;123,79;50;6189,50
22/11/2003;20583;10401;17;61;31,00;11;341,00
30/07/2003;20584;10320;4;3;43,90;27;1185,30
18/06/2003;20585;10415;7;12;46,00;23;1058,00
28/02/2003;20586;10754;10;34;2,50;13;32,50
06/11/2003;20587;10306;22;3;43,90;30;1317,00
27/02/2003;20588;10636;13;49;21,05;50;1052,50
04/10/2003;20589;10625;8;54;24,00;28;672,00
05/07/2003;20590;10908;20;5;12,50;45;562,50
21/04/2003;20591;10743;5;54;24,00;10;240,00
31/07/2003;20592;10877;6;24;23,25;47;1092,75
30/03/2003;20593;10499;13;63;38,00;36;1368,00
21/12/2003;20594;10747;14;40;32,80;33;1082,40
25/01/2003;20595;10098;2;15;123,79;28;3466,12
16/08/2003;20596;10445;10;39;10,00;16;160,00
05/08/2003;20597;10146;16;40;32,80;23;754,40
03/06/2003;20598;10002;11;63;38,00;48;1824,00
14/02/2003;20599;10990;25;25;36,00;6;216,00
09/09/2003;20600;10045;6;22;21,05;20;421,00
17/09/2003;20601;10761;14;68;12,50;17;212,50
09/01/2003;20602;10156;21;61;31,00;18;558,00
03/02/2003;20603;10785;13;30;36,00;10;360,00
31/03/2003;20604;10144;18;27;19,00;35;665,00
26/03/2003;20605;10261;10;15;123,79;49;6065,71
17/10/2003;20606;10518;13;55;9,00;45;405,00
22/12/2003;20607;10362;8;32;12,00;16;192,00
14/07/2003;20608;10668;3;13;19,00;15;285,00
30/06/2003;20609;10176;23;21;12,50;29;362,50
13/11/2003;20610;10559;3;7;15,50;8;124,00
28/05/2003;20611;10127;2;52;24,00;33;792,00
07/11/2003;20612;10960;3;38;7,45;10;74,50
26/11/2003;20613;10794;5;16;19,00;23;437,00
10/02/2003;20614;10482;15;58;24,00;9;216,00
09/07/2003;20615;10281;25;35;38,00;43;1634,00
14/02/2003;20616;10978;20;3;43,90;50;2195,00
21/01/2003;20617;10545;12;15;123,79;51;6313,29
09/10/2003;20618;10055;7;17;12,75;44;561,00
25/11/2003;20619;10334;19;5;12,50;2;25,00
08/12/2003;20620;10756;9;32;12,00;49;588,00
06/02/2003;20621;10648;8;51;14,00;40;560,00
19/05/2003;20622;10686;13;17;12,75;28;357,00
15/10/2003;20623;10872;2;9;25,89;1;25,89
13/05/2003;20624;10099;12;30;36,00;9;324,00
03/06/2003;20625;10997;24;54;24,00;51;1224,00
16/04/2003;20626;10754;16;43;15,00;40;600,00
22/09/2003;20627;10571;22;1;14,00;45;630,00
17/10/2003;20628;10541;20;19;30,00;45;1350,00
06/01/2003;20629;10304;25;53;6,00;1;6,00
04/06/2003;20630;10186;21;12;46,00;27;1242,00
01/07/2003;20631;10465;9;59;55,00;39;2145,00
21/07/2003;20632;10545;10;45;12,50;21;262,50
22/06/2003;20633;10490;9;13;19,00;16;304,00
26/04/2003;20634;10284;16;34;2,50;14;35,00
27/05/2003;20635;10456;20;72;7,75;38;294,50
30/12/2003;20636;10960;25;17;12,75;46;586,50
08/12/2003;20637;10322;5;2;43,90;34;1492,60
10/01/2003;20638;10805;9;67;9,50;44;418,00
24/10/2003;20639;10090;22;76;9,50;14;133,00
16/11/2003;20640;10721;26;30;36,00;36;1296,00
20/11/2003;20641;10309;14;63;38,00;24;912,00
13/06/2003;20642;10288;4;59;55,00;8;440,00
28/05/2003;20643;10560;6;54;24,00;28;672,00
17/04/2003;20644;10802;3;19;30,00;33;990,00
20/04/2003;20645;10838;21;37;13,25;21;278,25
20/06/2003;20646;10632;19;32;12,00;8;96,00
25/10/2003;20647;10983;6;4;34,80;21;730,80
27/11/2003;20648;10422;21;37;13,25;47;622,75
03/09/2003;20649;10568;20;14;263,50;18;4743,00
15/11/2003;20650;10925;3;31;21,05;15;315,75
09/02/2003;20651;10906;24;11;15,00;12;180,00
22/05/2003;20652;10495;13;27;19,00;45;855,00
11/07/2003;20653;10068;13;34;2,50;25;62,50
19/10/2003;20654;10521;21;12;46,00;7;322,00
14/05/2003;20655;10081;10;36;17,45;14;244,30
02/11/2003;20656;10334;16;67;9,50;18;171,00
20/06/2003;20657;10709;25;47;7,00;35;245,00
18/10/2003;20658;10368;25;61;31,00;4;124,00
28/01/2003;20659;10472;4;39;10,00;7;70,00
18/02/2003;20660;10606;3;17;12,75;50;637,50
20/03/2003;20661;10805;19;29;43,90;10;439,00
25/05/2003;20662;10590;6;14;263,50;22;5797,00
01/06/2003;20663;10526;24;31;21,05;31;652,55
05/11/2003;20664;10534;4;40;32,80;6;196,80
30/08/2003;20665;10003;15;61;31,00;25;775,00
12/10/2003;20666;10309;5;25;36,00;44;1584,00
17/12/2003;20667;10688;23;3;43,90;30;1317,00
01/08/2003;20668;10347;1;53;6,00;26;156,00
06/03/2003;20669;10922;22;25;36,00;22;792,00
09/03/2003;20670;10727;23;67;9,50;44;418,00
01/05/2003;20671;10163;16;20;14,00;22;308,00
21/05/2003;20672;10989;12;57;19,00;39;741,00
01/08/2003;20673;10046;19;21;12,50;32;400,00
16/01/2003;20674;10452;19;74;24,00;31;744,00
13/08/2003;20675;10936;21;32;12,00;20;240,00
09/07/2003;20676;10067;26;14;263,50;32;8432,00
26/01/2003;20677;10866;1;32;12,00;8;96,00
24/04/2003;20678;10081;12;26;123,79;3;371,37
24/10/2003;20679;10037;25;10;49,30;22;1084,60
05/02/2003;20680;10057;17;58;24,00;38;912,00
18/08/2003;20681;10266;24;68;12,50;16;200,00
05/10/2003;20682;10019;15;50;10,00;11;110,00
10/12/2003;20683;10054;13;21;12,50;12;150,00
22/05/2003;20684;10756;23;25;36,00;33;1188,00
11/08/2003;20685;10167;5;26;123,79;45;5570,55
10/05/2003;20686;10568;22;1;14,00;42;588,00
28/07/2003;20687;10901;19;23;32,00;24;768,00
27/03/2003;20688;10987;26;13;19,00;45;855,00
23/11/2003;20689;10417;13;24;23,25;27;627,75
22/02/2003;20690;10247;7;67;9,50;6;57,00
24/02/2003;20691;10831;22;54;24,00;16;384,00
21/07/2003;20692;10547;8;27;19,00;28;532,00
01/11/2003;20693;10931;6;67;9,50;15;142,50
26/09/2003;20694;10372;21;3;43,90;43;1887,70
25/08/2003;20695;10707;7;61;31,00;9;279,00
07/06/2003;20696;10417;23;38;7,45;46;342,70
21/01/2003;20697;10082;4;42;7,00;33;231,00
13/03/2003;20698;10887;7;7;15,50;39;604,50
17/11/2003;20699;10510;22;56;30,00;38;1140,00
24/03/2003;20700;10211;20;50;10,00;21;210,00
12/09/2003;20701;10341;17;29;43,90;28;1229,20
17/09/2003;20702;10440;7;67;9,50;2;19,00
02/08/2003;20703;10112;5;60;263,50;17;4479,50
21/06/2003;20704;10878;23;46;15,50;45;697,50
09/07/2003;20705;10170;7;32;12,00;43;516,00
23/04/2003;20706;10709;15;26;123,79;9;1114,11
23/01/2003;20707;10286;23;65;55,00;9;495,00
08/10/2003;20708;10660;18;18;21,05;50;1052,50
07/02/2003;20709;10159;2;22;21,05;47;989,35
06/09/2003;20710;10984;24;53;6,00;2;12,00
18/03/2003;20711;10976;20;15;123,79;21;2599,59
24/10/2003;20712;10290;17;21;12,50;44;550,00
03/03/2003;20713;10421;19;8;9,20;32;294,40
18/10/2003;20714;10995;10;47;7,00;14;98,00
04/05/2003;20715;10809;10;40;32,80;4;131,20
07/11/2003;20716;10448;13;20;14,00;9;126,00
16/09/2003;20717;10227;17;48;14,00;15;210,00
06/02/2003;20718;10985;22;73;49,30;39;1922,70
12/07/2003;20719;10862;16;11;15,00;9;135,00
19/02/2003;20720;10464;3;53;6,00;11;66,00
28/03/2003;20721;10902;6;46;15,50;16;248,00
28/12/2003;20722;10045;3;35;38,00;30;1140,00
24/12/2003;20723;10680;2;48;14,00;23;322,00
15/12/2003;20724;10269;6;42;7,00;23;161,00
21/02/2003;20725;10962;17;35;38,00;30;1140,00
06/09/2003;20726;10687;19;69;9,50;48;456,00
06/12/2003;20727;10536;22;33;18,00;50;900,00
06/02/2003;20728;10601;2;70;19,00;10;190,00
06/10/2003;20729;10507;18;14;263,50;29;7641,50
27/09/2003;20730;10675;11;32;12,00;33;396,00
03/08/2003;20731;10954;18;2;43,90;14;614,60
07/09/2003;20732;10457;4;1;14,00;26;364,00
13/06/2003;20733;10861;22;36;17,45;16;279,20
01/11/2003;20734;10100;16;2;43,90;27;1185,30
15/08/2003;20735;10468;25;6;15,50;24;372,00
14/07/2003;20736;10795;19;29;43,90;25;1097,50
27/08/2003;20737;10461;23;3;43,90;45;1975,50
25/11/2003;20738;10714;10;42;7,00;24;168,00
13/10/2003;20739;10641;13;2;43,90;47;2063,30
19/12/2003;20740;10488;3;22;21,05;34;715,70
11/11/2003;20741;10999;6;30;36,00;3;108,00
01/01/2003;20742;10500;9;46;15,50;14;217,00
17/07/2003;20743;10330;3;62;18,00;47;846,00
10/01/2003;20744;10527;8;35;38,00;35;1330,00
08/03/2003;20745;10813;26;48;14,00;5;70,00
11/08/2003;20746;10508;3;73;49,30;6;295,80
23/02/2003;20747;10201;17;68;12,50;39;487,50
09/12/2003;20748;10476;4;4;34,80;17;591,60
09/11/2003;20749;10528;6;44;53,00;50;2650,00
12/06/2003;20750;10928;23;9;25,89;6;155,34
26/12/2003;20751;10496;14;41;9,20;46;423,20
21/03/2003;20752;10172;7;65;55,00;35;1925,00
13/04/2003;20753;10944;25;18;21,05;41;863,05
29/12/2003;20754;10420;6;16;19,00;8;152,00
08/06/2003;20755;10049;20;24;23,25;30;697,50
04/02/2003;20756;10679;21;53;6,00;31;186,00
30/10/2003;20757;10180;9;31;21,05;18;378,90
27/08/2003;20758;10692;3;70;19,00;44;836,00
12/09/2003;20759;10547;8;67;9,50;30;285,00
26/06/2003;20760;10493;26;15;123,79;20;2475,80
08/04/2003;20761;10061;2;40;32,80;2;65,60
23/03/2003;20762;10328;10;71;53,00;7;371,00
27/11/2003;20763;10052;12;75;13,25;9;119,25
20/10/2003;20764;10993;1;54;24,00;37;888,00
26/03/2003;20765;10763;21;66;14,00;50;700,00
10/10/2003;20766;10864;4;39;10,00;27;270,00
02/02/2003;20767;10763;16;52;24,00;21;504,00
27/12/2003;20768;10145;9;39;10,00;50;500,00
18/09/2003;20769;10700;11;70;19,00;28;532,00
23/06/2003;20770;10123;19;19;30,00;10;300,00
20/10/2003;20771;10032;17;75;13,25;35;463,75
09/03/2003;20772;10456;4;19;30,00;28;840,00
06/12/2003;20773;10665;20;77;9,65;40;386,00
03/01/2003;20774;10783;20;18;21,05;45;947,25
05/01/2003;20775;10630;13;36;17,45;25;436,25
20/07/2003;20776;10175;24;53;6,00;31;186,00
09/01/2003;20777;10224;13;16;19,00;25;475,00
03/08/2003;20778;10215;12;24;23,25;21;488,25
19/06/2003;20779;10263;10;32;12,00;18;216,00
26/10/2003;20780;10746;19;46;15,50;4;62,00
02/04/2003;20781;10352;3;37;13,25;12;159,00
15/06/2003;20782;10553;4;53;6,00;2;12,00
04/04/2003;20783;10335;1;76;9,50;10;95,00
22/11/2003;20784;10517;23;2;43,90;39;1712,10
20/10/2003;20785;10326;13;2;43,90;41;1799,90
21/10/2003;20786;10028;6;59;55,00;22;1210,00
01/11/2003;20787;10970;3;61;31,00;38;1178,00
05/06/2003;20788;10683;26;54;24,00;48;1152,00
17/05/2003;20789;10866;15;77;9,65;45;434,25
19/07/2003;20790;10543;4;17;12,75;38;484,50
29/08/2003;20791;10270;2;50;10,00;25;250,00
13/02/2003;20792;10498;5;56;30,00;45;1350,00
17/04/2003;20793;10524;2;24;23,25;41;953,25
24/04/2003;20794;10502;20;23;32,00;46;1472,00
29/01/2003;20795;10835;4;45;12,50;24;300,00
26/12/2003;20796;10724;9;47;7,00;48;336,00
27/07/2003;20797;10329;18;65;55,00;44;2420,00
02/10/2003;20798;10889;24;35;38,00;8;304,00
17/01/2003;20799;10529;16;9;25,89;34;880,26
26/03/2003;20800;10336;4;28;18,00;38;684,00
23/08/2003;20801;10669;16;63;38,00;30;1140,00
09/09/2003;20802;10593;8;7;15,50;49;759,50
26/02/2003;20803;10491;10;57;19,00;26;494,00
17/08/2003;20804;10472;18;3;43,90;28;1229,20
07/12/2003;20805;10441;26;31;21,05;22;463,10
29/01/2003;20806;10991;11;58;24,00;5;120,00
02/12/2003;20807;10408;13;56;30,00;33;990,00
14/08/2003;20808;10639;1;30;36,00;2;72,00
03/10/2003;20809;10435;24;50;10,00;31;310,00
06/10/2003;20810;10771;2;28;18,00;41;738,00
04/02/2003;20811;10025;15;10;49,30;44;2169,20
16/10/2003;20812;10165;6;64;9,00;14;126,00
03/10/2003;20813;10979;15;48;14,00;17;238,00
21/02/2003;20814;10016;20;62;18,00;34;612,00
04/12/2003;20815;10910;17;3;43,90;28;1229,20
24/07/2003;20816;10905;12;51;14,00;42;588,00
08/02/2003;20817;10827;15;57;19,00;6;114,00
31/01/2003;20818;10525;20;62;18,00;7;126,00
24/04/2003;20819;10475;25;7;15,50;50;775,00
20/02/2003;20820;10187;17;37;13,25;18;238,50
23/01/2003;20821;10301;16;40;32,80;23;754,40
04/09/2003;20822;10396;24;77;9,65;40;386,00
21/02/2003;20823;10236;18;22;21,05;13;273,65
22/09/2003;20824;10023;25;72;7,75;6;46,50
29/04/2003;20825;10678;12;27;19,00;36;684,00
27/08/2003;20826;10855;7;15;123,79;31;3837,49
26/09/2003;20827;10334;21;71;53,00;11;583,00
22/12/2003;20828;10558;25;49;21,05;6;126,30
27/09/2003;20829;10839;23;54;24,00;13;312,00
03/11/2003;20830;10329;5;2;43,90;30;1317,00
01/07/2003;20831;10295;14;71;53,00;40;2120,00
09/05/2003;20832;10773;14;28;18,00;11;198,00
23/03/2003;20833;10149;8;41;9,20;42;386,40
13/03/2003;20834;10780;19;57;19,00;25;475,00
16/11/2003;20835;10049;18;27;19,00;21;399,00
27/09/2003;20836;10441;17;42;7,00;29;203,00
22/05/2003;20837;10606;6;67;9,50;12;114,00
25/11/2003;20838;10278;11;25;36,00;50;1800,00
06/05/2003;20839;10196;17;9;25,89;45;1165,05
14/05/2003;20840;10326;23;73;49,30;20;986,00
12/05/2003;20841;10227;5;56;30,00;11;330,00
13/04/2003;20842;10834;15;58;24,00;50;1200,00
15/07/2003;20843;10518;7;6;15,50;18;279,00
07/09/2003;20844;10639;12;49;21,05;43;905,15
04/04/2003;20845;10692;26;21;12,50;27;337,50
25/02/2003;20846;10473;24;48;14,00;9;126,00
08/01/2003;20847;10751;24;18;21,05;28;589,40
19/08/2003;20848;10742;8;11;15,00;15;225,00
30/05/2003;20849;10231;26;13;19,00;24;456,00
27/06/2003;20850;10566;14;76;9,50;44;418,00
23/06/2003;20851;10594;13;20;14,00;16;224,00
18/07/2003;20852;10097;18;73;49,30;36;1774,80
03/03/2003;20853;10766;20;19;30,00;17;510,00
24/12/2003;20854;10407;18;30;36,00;6;216,00
29/11/2003;20855;10977;19;24;23,25;20;465,00
17/09/2003;20856;10474;21;17;12,75;23;293,25
21/06/2003;20857;10304;26;32;12,00;25;300,00
27/11/2003;20858;10041;12;19;30,00;46;1380,00
26/11/2003;20859;10580;13;76;9,50;22;209,00
09/03/2003;20860;10399;21;54;24,00;5;120,00
01/10/2003;20861;10575;16;56;30,00;19;570,00
03/04/2003;20862;10342;2;29;43,90;49;2151,10
16/07/2003;20863;10594;21;49;21,05;14;294,70
23/09/2003;20864;10863;24;70;19,00;39;741,00
28/03/2003;20865;10921;6;66;14,00;51;714,00
28/08/2003;20866;10340;19;66;14,00;20;280,00
27/12/2003;20867;10737;17;64;9,00;21;189,00
30/11/2003;20868;10269;25;53;6,00;27;162,00
25/04/2003;20869;10442;17;53;6,00;26;156,00
14/10/2003;20870;10803;25;7;15,50;39;604,50
16/10/2003;20871;10523;13;13;19,00;40;760,00
03/12/2003;20872;10642;1;62;18,00;4;72,00
09/03/2003;20873;10382;25;18;21,05;6;126,30
13/05/2003;20874;10059;17;11;15,00;30;450,00
05/07/2003;20875;10775;11;22;21,05;42;884,10
30/11/2003;20876;10075;11;71;53,00;36;1908,00
08/02/2003;20877;10771;16;56;30,00;9;270,00
23/08/2003;20878;10081;20;23;32,00;37;1184,00
13/09/2003;20879;10390;10;6;15,50;35;542,50
07/07/2003;20880;10435;22;67;9,50;28;266,00
21/01/2003;20881;10317;15;6;15,50;34;527,00
09/01/2003;20882;10809;5;73;49,30;17;838,10
20/07/2003;20883;10358;17;24;23,25;38;883,50
19/06/2003;20884;10321;1;1;14,00;49;686,00
24/12/2003;20885;10543;9;37;13,25;41;543,25
11/01/2003;20886;10734;15;43;15,00;44;660,00
07/03/2003;20887;10024;19;20;14,00;22;308,00
26/06/2003;20888;10257;3;76;9,50;16;152,00
07/05/2003;20889;10183;13;22;21,05;47;989,35
24/09/2003;20890;10719;3;10;49,30;23;1133,90
14/08/2003;20891;10605;6;64;9,00;9;81,00
27/12/2003;20892;10155;21;53;6,00;41;246,00
18/09/2003;20893;10818;5;14;263,50;28;7378,00
18/03/2003;20894;10084;18;52;24,00;24;576,00
20/02/2003;20895;10957;2;59;55,00;35;1925,00
16/10/2003;20896;10011;19;33;18,00;42;756,00
20/06/2003;20897;10767;4;43;15,00;47;705,00
22/09/2003;20898;10930;23;6;15,50;16;248,00
13/07/2003;20899;10586;8;16;19,00;28;532,00
21/01/2003;20900;10864;14;29;43,90;16;702,40
31/07/2003;20901;10231;16;11;15,00;27;405,00
23/11/2003;20902;10720;5;16;19,00;29;551,00
29/09/2003;20903;10922;14;31;21,05;43;905,15
07/05/2003;20904;10994;20;26;123,79;24;2970,96
15/03/2003;20905;10681;4;71;53,00;3;159,00
05/05/2003;20906;10103;26;14;263,50;13;3425,50
20/09/2003;20907;10826;5;59;55,00;16;880,00
17/11/2003;20908;10377;24;47;7,00;38;266,00
14/06/2003;20909;10498;17;19;30,00;24;720,00
10/08/2003;20910;10996;13;77;9,65;24;231,60
03/01/2003;20911;10359;14;10;49,30;26;1281,80
08/11/2003;20912;10391;14;20;14,00;1;14,00
24/04/2003;20913;10867;2;20;14,00;25;350,00
14/04/2003;20914;10910;8;27;19,00;8;152,00
26/07/2003;20915;10800;14;21;12,50;17;212,50
22/10/2003;20916;10763;14;43;15,00;2;30,00
10/10/2003;20917;10914;13;36;17,45;10;174,50
26/12/2003;20918;10531;18;51;14,00;12;168,00
13/06/2003;20919;10908;6;51;14,00;46;644,00
13/06/2003;20920;10779;5;49;21,05;6;126,30
23/03/2003;20921;10097;19;57;19,00;41;779,00
10/11/2003;20922;10543;21;38;7,45;46;342,70
27/11/2003;20923;10440;25;36;17,45;22;383,90
30/10/2003;20924;10731;23;41;9,20;9;82,80
29/01/2003;20925;10849;21;27;19,00;4;76,00
18/06/2003;20926;10711;7;5;12,50;12;150,00
05/07/2003;20927;10914;20;67;9,50;28;266,00
04/09/2003;20928;10625;10;23;32,00;40;1280,00
09/09/2003;20929;10467;21;31;21,05;19;399,95
21/01/2003;20930;10206;24;6;15,50;47;728,50
13/07/2003;20931;10628;16;40;32,80;43;1410,40
28/01/2003;20932;10131;7;39;10,00;43;430,00
21/06/2003;20933;10253;10;39;10,00;29;290,00
18/05/2003;20934;10186;7;64;9,00;28;252,00
24/10/2003;20935;10924;8;27;19,00;32;608,00
21/09/2003;20936;10787;15;74;24,00;1;24,00
18/04/2003;20937;10904;10;46;15,50;42;651,00
15/11/2003;20938;10621;6;41;9,20;33;303,60
09/06/2003;20939;10702;13;44;53,00;44;2332,00
28/04/2003;20940;10453;26;45;12,50;45;562,50
19/02/2003;20941;10154;13;11;15,00;38;570,00
09/07/2003;20942;10373;6;68;12,50;28;350,00
07/03/2003;20943;10188;25;71;53,00;27;1431,00
30/04/2003;20944;10014;19;55;9,00;5;45,00
13/12/2003;20945;10663;6;37;13,25;37;490,25
29/12/2003;20946;10525;17;66;14,00;50;700,00
22/07/2003;20947;10950;3;15;123,79;6;742,74
24/06/2003;20948;10330;5;38;7,45;39;290,55
31/10/2003;20949;10158;17;40;32,80;36;1180,80
08/05/2003;20950;10955;7;66;14,00;19;266,00
04/12/2003;20951;10161;17;4;34,80;18;626,40
01/03/2003;20952;10445;14;45;12,50;13;162,50
24/05/2003;20953;10826;12;44;53,00;47;2491,00
15/09/2003;20954;10170;6;77;9,65;47;453,55
20/10/2003;20955;10116;22;73;49,30;13;640,90
02/05/2003;20956;10034;23;10;49,30;4;197,20
28/05/2003;20957;10950;22;40;32,80;9;295,20
30/01/2003;20958;10379;23;55;9,00;21;189,00
13/09/2003;20959;10998;14;36;17,45;20;349,00
30/07/2003;20960;10110;6;73;49,30;5;246,50
09/09/2003;20961;10803;4;16;19,00;5;95,00
23/04/2003;20962;10824;13;39;10,00;46;460,00
01/07/2003;20963;10894;18;62;18,00;19;342,00
16/11/2003;20964;10976;26;77;9,65;2;19,30
04/08/2003;20965;10790;6;5;12,50;46;575,00
25/05/2003;20966;10357;9;10;49,30;43;2119,90
14/07/2003;20967;10060;9;43;15,00;32;480,00
27/03/2003;20968;10428;22;6;15,50;6;93,00
26/09/2003;20969;10834;14;2;43,90;12;526,80
08/12/2003;20970;10271;25;66;14,00;22;308,00
04/08/2003;20971;10435;11;56;30,00;25;750,00
23/02/2003;20972;10210;12;59;55,00;2;110,00
12/02/2003;20973;10020;9;51;14,00;14;196,00
19/07/2003;20974;10371;2;6;15,50;7;108,50
04/02/2003;20975;10409;4;74;24,00;16;384,00
27/01/2003;20976;10712;22;50;10,00;10;100,00
10/03/2003;20977;10485;22;42;7,00;9;63,00
14/06/2003;20978;10310;21;9;25,89;26;673,14
21/07/2003;20979;10840;11;8;9,20;6;55,20
20/05/2003;20980;10929;20;57;19,00;6;114,00
06/09/2003;20981;10559;1;70;19,00;35;665,00
23/10/2003;20982;10163;10;23;32,00;21;672,00
07/10/2003;20983;10313;17;74;24,00;16;384,00
29/07/2003;20984;10662;14;18;21,05;7;147,35
20/10/2003;20985;10152;13;43;15,00;4;60,00
03/04/2003;20986;10256;26;24;23,25;8;186,00
05/02/2003;20987;10664;22;22;21,05;35;736,75
14/09/2003;20988;10970;20;29;43,90;21;921,90
21/12/2003;20989;10401;15;75;13,25;10;132,50
24/03/2003;20990;10244;19;59;55,00;10;550,00
22/09/2003;20991;10739;20;6;15,50;37;573,50
02/10/2003;20992;10872;18;59;55,00;5;275,00
04/01/2003;20993;10557;21;56;30,00;46;1380,00
19/02/2003;20994;10440;5;1;14,00;45;630,00
01/11/2003;20995;10415;13;7;15,50;6;93,00
13/05/2003;20996;10305;19;57;19,00;39;741,00
04/02/2003;20997;10124;11;8;9,20;42;386,40
02/08/2003;20998;10391;14;19;30,00;34;1020,00
06/08/2003;20999;10861;5;42;7,00;21;147,00
15/06/2003;21000;10324;24;7;15,50;8;124,00
22/04/2003;21001;10252;10;1;14,00;2;28,00
21/03/2003;21002;10708;25;62;18,00;14;252,00
07/04/2003;21003;10056;1;20;14,00;12;168,00
04/05/2003;21004;10552;6;5;12,50;5;62,50
02/02/2003;21005;10378;13;9;25,89;17;440,13
07/07/2003;21006;10144;7;59;55,00;19;1045,00
12/08/2003;21007;10554;17;60;263,50;18;4743,00
04/02/2003;21008;10891;8;36;17,45;37;645,65
07/06/2003;21009;10116;19;17;12,75;29;369,75
25/04/2003;21010;10921;12;60;263,50;19;5006,50
08/01/2003;21011;10500;13;1;14,00;18;252,00
06/06/2003;21012;10466;9;16;19,00;49;931,00
14/11/2003;21013;10396;23;70;19,00;20;380,00
