Sexo;Estado Civil;Anos de estudo;Formação;Tempo de empresa;Unidade;Departamento;Cargo;Salário;Bônus
Feminino;Divorciado;11;Sócio-econômicas;8;Florianópolis;Produção;Auxiliar;1,16;11,86
Masculino;Casado;18;Sócio-econômicas;31;Curitiba;Vendas;Assistente;25,18;59,74
Feminino;Casado;15;Biológicas;8;Curitiba;Vendas;Assistente;11,15;40,86
Masculino;Casado;13;Exatas;0;São Paulo;Vendas;Auxiliar;3,54;6,2
Masculino;Casado;17;Exatas;10;Curitiba;Vendas;Auxiliar;1,77;8,32
Masculino;Solteiro; ;Biológicas;15;Curitiba;Produção;Auxiliar;2,53;2,58
Masculino;Casado;11;Exatas;19;Rio de Janeiro;Vendas;Auxiliar;6,67;2,72
Masculino;Casado;17;Humanas;12;São Paulo;Vendas;Assistente;17,69;28,02
Masculino;Casado;12;Sócio-econômicas;0;Rio de Janeiro;Produção;Auxiliar;1,71;7,96
Masculino;Casado;16;Biológicas;21;São Paulo;Vendas;Assistente;16,84;76,5
Feminino;Casado;13;Humanas;18;São Paulo;Produção;Auxiliar;1,8;5,82
Feminino;Divorciado;16;Biológicas;27;Rio de Janeiro;Vendas;Assistente;6,09;49,48
Masculino;Casado;15;Humanas;20;Rio de Janeiro;Vendas;Assistente;14,15;49,48
Masculino;Solteiro;18;Sócio-econômicas;18;São Paulo;Vendas;Assistente;17,52;5,56
Feminino;Solteiro;9;Exatas;0;Florianópolis;Pessoal;Auxiliar;1,15;2
Masculino;Viúvo;12;Sócio-econômicas;0;São Paulo;Financeiro;Auxiliar;9,61;15,5
Feminino;Casado;12; ;11;Rio de Janeiro;Pessoal;Assistente;6,93;10,24
Feminino;Casado;17;Sócio-econômicas;32;Rio de Janeiro;Vendas;Assistente;17,52;45,22
Masculino;Casado;13;Sócio-econômicas;33;Rio de Janeiro;Financeiro;Gerente;33,76;74,18
Masculino;Casado;14;Sócio-econômicas;22;São Paulo;Vendas;Assistente;21,4;86,88
Feminino;Casado;14;Exatas;1;Rio de Janeiro;Vendas;Auxiliar;3,87;7,84
Masculino;Solteiro;18;Sócio-econômicas;18;São Paulo;Vendas;Assistente;12,45;23,06
Feminino;Solteiro;13;Biológicas;15;Rio de Janeiro;Produção;Auxiliar;1,36;3,46
Feminino;Casado;14;Sócio-econômicas;27;Florianópolis;Produção;Auxiliar;6,5;15,5
Feminino;Casado;13;Sócio-econômicas;19;Rio de Janeiro;Financeiro;Assistente;7,85;19,92
Masculino;Solteiro;17;Biológicas;21;Rio de Janeiro;Financeiro;Assistente;8,96;12,34
Masculino;Casado;15;Biológicas;0;Rio de Janeiro;Vendas;Auxiliar;8,14;13,68
Masculino;Casado;12;Humanas;9;São Paulo;Produção;Auxiliar;3,19;3,04
Masculino;Casado;11;Sócio-econômicas;2;Curi ;Produção;Auxiliar;2,02;3,98
Masculino;Casado;18;Sócio-econômicas;34;Rio de Janeiro;Vendas;Assistente;24,74;16,28
Masculino;Solteiro;13;Sócio-econômicas;11;São Paulo;Produção;Auxiliar;8,34;10,38
Masc ;Viúvo;13;Biológicas;14;Curitiba;Vendas;Auxiliar;6,75;22,3
Masculino;Casado;15;Biológicas;17;Rio de Janeiro;Vendas;Assistente;13,57;64,34
Masculino;Divorciado;17;Biológicas;3;Curitiba;Financeiro;Auxiliar;4,59;8,2
Masculino;Casado;17;Sócio-econômicas;10;Rio de Janeiro;Vendas;Gerente;43,44;74,76
Masculino;Casado;16;Humanas;35;São Paulo;Vendas;Assistente;18,39;24,64
Masculino;Solteiro;15;Biológicas;12;Curitiba;Pessoal;Auxiliar;1;9,96
Masculino;Casado;17;Biológicas; ;Curitiba;Vendas;Assistente;16,84;30,44
Feminino;Casado;11;Sócio-econômicas;15;São Paulo;Produção;Auxiliar;3,6;10,82
Masculino;Casado;14;Exatas;19;Rio de Janeiro;Financeiro;Assistente;9,61;40,1
Feminino;Divorciado;14;Exatas;13;Rio de Janeiro;Pessoal;Auxiliar;2,27;3,36
Masculino;Viúvo;13;Sócio-econômicas;12;Rio de Janeiro;Produção;Assistente;8,14;2,28
Feminino;Casado;13;Sócio-econômicas;12;São Paulo;Pessoal;Auxiliar;12,45;11,1
Masculino;Casado;14;Biológicas;28;Rio de Janeiro;Financeiro;Assistente;10,3;18,34
Masculino;Casado;15;Sócio-econômicas;24;São Paulo;Pessoal;Assistente;31,13;75,92
Feminino;Casado;15;Humanas;26;São Paulo;Produção;Assistente;6,84;57,78
Masculino;Casado;15;Exatas;0;Florianópolis;Produção;Auxiliar;1,68;2,6
Feminino;Viúvo;13;Exatas;6;Curitiba;Produção;Auxiliar;1,49;6,68
Masculino;Casado;16;Sócio-econômicas;20;Rio de Janeiro;Vendas;Gerente;43,12;169,86
Feminino;Casado;10;Sócio-econômicas;12;Curitiba;Produção;Auxiliar;1,12;6,38
Masculino;Solteiro;13;Exatas;5;Curitiba;Produção;Auxiliar;1,18;2,5
Masculino;Casado;16;Humanas;19;Curitiba;Pessoal;Assistente;9,61;39,34
Masculino;Casado;16;Biológicas;0;Rio de Janeiro;Vendas;Assistente;7,47;23,84
Masculino;Casado;15;Biológicas;17;São Paulo;Vendas;Assistente;17,52;80,68
Feminino;Casado;14;Sócio-econômicas;20;Curitiba;Financeiro;Assistente;22,82;42,42
Masculino;Casado;20;Humanas;23;Rio de Janeiro;Vendas;Gerente;34,57;27,42
Masculino;Casado;15;Sócio-econômicas;13;Rio de Janeiro;Produção;Assi ;6,93;8,44
Masculino;Casado;17;Sócio-econômicas;12;Rio de Janeiro;Vendas;Assistente;12,73;22,82
Feminino;Casado;16;Sóci ;29;Rio de Janeiro;Vendas;Assistente;11,66;40,48
Feminino;Casado;19;Sócio-econômicas;27;Rio de Janeiro;Vendas;Gerente;26,3;69,14
Feminino;Casa ;15;Sócio-econômicas;19;Rio de Janeiro;Financeiro;Assistente;14,91;32,02
Masculino;Solteiro;17;Sócio-econômicas;19;Curitiba;Vendas;Auxiliar;7,66;4,6
Masculino;Viúvo;14;Humanas;12;Rio de Janeiro;Vendas;Assistente;15,06;35,04
Feminino;Divorciado;9;Sócio-econômicas;7;Florianópolis;Pessoal;Auxiliar;2,96;19,26
Feminino;Casado;14;Biológicas;28;São Paulo;Vendas;Assistente;10,07;21,08
Masculino;Viúvo;19;Sócio-econômicas;25;Rio de Janeiro;Vendas;Gerente;33,76;37,14
Masculino;Viúvo;16;Sócio-econômicas;26;Rio de Janeiro;Vendas;Assistente;17,34;25,46
Feminino;Casado;8;Exatas;9;São Paulo;Produção;Auxiliar;1,28;2,78
Masculino;Divorciado;15;Sócio-econômicas;11;Rio de Janeiro;Produção;Auxiliar;3,76;8,44
Masculino;Casado;18;Sócio-econômicas;34;Rio de Janeiro;Vendas;Gerente;28,41;27,72
Masculino;Divorciado;17;Sócio-econômicas;22;Rio de Janeiro;Vendas;Gerente;22,61;33,68
Feminino;Casado;14;Sócio-econômicas;12;Curitiba;Produção;Auxiliar;4,28;22,06
Masculino;Casado;15;Sócio-econômicas;25;Florianópolis;Vendas;Assistente;17,86;61,76
Feminino;Divorciado;12;Sócio-econômicas;3;Florianópolis;Produção;Auxiliar;1,86;2,98
Feminino;Divorciado;11;Exatas;15;Curitiba;Produção;Auxiliar;1,04;9,44
Masculino;Viúvo;22;Sócio-econômicas;50;Rio de Janeiro;Vendas;Vice-Presidente;77,47;49,48
Feminino;Casado;11;Sócio-econômicas;14;Rio de Janeiro;Produção;Auxiliar;10,78;18,56
Masculino;Casa ;13;Biológicas;19;Curitiba;Produção;Assistente;1,39;7,74
Masculino;Solteiro;18;Sócio-econômicas;20;São Paulo;Vendas;Gerente;10,54;29,82
Masculino;Casado;18;Humanas;25;Rio de Janeiro;Pessoal;Assistente;12,32;29,82
Masculino;Solteiro;15;Biológicas;25;Rio de Janeiro;Financeiro;Assistente;7,66;25,46
Masculino;Divorciado;16;Exatas;1;Rio de Janeiro;Produção;Auxiliar;3,19;2,68
Masculino;Casado;19;Biológicas;29;Curitiba;Vendas;Assistente;15,69;22,3
Feminino;Solteiro;12;Exatas;10;São Paulo;Produção;Auxiliar;1,47;8,8
Masculino;Viúvo;14;Biológicas;2;São Paulo;Vendas;Auxiliar;4,4;23,32
Feminino;Casado;15;Sócio-econômicas;2;Curitiba;Produção;Assistente;5,05;10,82
Masculino;Casado;11;Humanas;16;Rio de Janeiro;Vendas;Assistente;3,76;10,38
Feminino;Casado;17;Humanas;13;Curitiba;Vendas;Assistente;9,17;25,18
Masculino;Casado;17;Sócio-econômicas;17;Rio de Janeiro;Vendas;Assistente;23,24;23,84
Feminino;Solteiro;17;Biológicas;11;Rio de Janeiro;Vendas;Auxiliar;9,61;5,22
Feminino;Divorciado;14;Humanas;20;Curitiba;Financeiro;Auxiliar;4,4;10,66
Feminino;Divorciado;14;Exatas;21;Curitiba;Produção;Auxiliar;3,49;4,56
Masculino;Divorciado;14;Sócio-econômicas;21;São Paulo;Produção;Auxiliar;3,65;18,34
Masculino;Casado;12;Sócio-econômicas;8;Rio de Janeiro;Produção;Assistente;12,59;26,28
Masculino;Divorciado;12;Exatas;9;Curitiba;Produção;Auxiliar;3,29;6,78
Masculino;Casado;23;Sócio-econômicas;42;Rio de Janeiro;Vendas;Gerente;88,93;148,6
Masculino;Casado;11;Biológicas;0;Curi ;Produção;Auxiliar;1,1;3,84
Masculino;Casado;20;Sócio-econômicas;32;Rio de Janeiro;Financeiro;Assistente;28,41;33,68
Masculino;Casado;20;Sócio-econômicas;39;Rio de Janeiro;Vendas;Gerente;56,25;40,86
Masculino;Casado;22;Sócio-econômicas;48;Rio de Janeiro;Vendas;Gerente;52,22;66,98
Feminino;Casado;19;Sócio-econômicas;10;São Paulo;Vendas;Auxiliar;16,01;15,7
Masculino;Divorciado;11;Sócio-econômicas;0;Rio de Janeiro;Produção;Auxiliar;3,34;11,86
Masculino;Casado;14;Humanas;3;São Paulo;Produção;Auxiliar;4,98;18,14
Masculino;Casado;19;Sócio-econômicas;31;Rio de Janeiro;Vendas;Gerente;69,49;120,16
Masculino;Casado;13;Biológicas;3;Florianópolis;Financeiro;Auxiliar;8,24;15,88
Masculino;Casado;19;Sócio-econômicas;45;Rio de Janeiro;Vendas;Vice-Presidente;88,93;110,26
Masculino;Viúvo;16;Humanas;13;Florianópolis;Vendas;Assistente;2,61;14,02
Feminino;Casado;17;Sócio-econômicas;12;Rio de Janeiro;Vendas;Assistente;20,24;30,44
Masculino;Casado;15;Sócio-econômicas;20;Curitiba;Vendas;Assistente;11,03;12,66
Feminino;Casado;18;Humanas;31;Rio de Janeiro;Vendas;Gerente;27,69;90,74
Masculino;Casado;15;Sócio-econômicas;12;Curitiba;Vendas;Assistente;12,05;26,86
Masculino;Casado;12;Exatas;0;Florianópolis;Produção;Auxiliar;1,65;14,56
Masculino;Solteiro;12;Humanas;8;Curitiba;Pessoal;Auxiliar;4,34;2,46
Masculino;Casado;16;Sócio-econômicas;18;Rio de Janeiro;Vendas;Assistente;26,76;14,38
Feminino;Casado;16;Biológicas;4;Rio de Janeiro;Vendas;Assistente;7,01;34
Feminino;Solteiro;11;Sócio-econômicas;7;Florianópolis;Produção;Auxiliar;1,35;3,92
Masculino;Casado;28;Sócio-econômicas;37;Rio de Janeiro;Vendas;Vice-Presidente;141,42;341,18
Feminino;Solteiro;16;Exatas;1;São Paulo;Produção;Auxiliar;2,74;3,7
Masculino;Solteiro;13;Sócio-econômicas;14;Florianópolis;Produção;Auxiliar;1,54;3,72
Masculino;Casado;12;Sócio-econômicas;7;Curitiba;Produção;Auxiliar;6,25;6,98
Feminino;Casado;13;Exatas;6;Rio de Janeiro;Produção;Auxi ;3,81;19,68
Feminino;Casado;16;Sócio-econômicas;24;Curitiba;Produção;Assistente;17,34;22,56
Masculino;Divorciado;18;Humanas;23;Rio de Janeiro;Vendas;Assistente;13,43;18,56
Masculino;Casado;18;Sócio-econômicas;35;Rio de Janeiro;Vendas;Gerente;23,03;64,34
Masculino;Casado;21;Humanas;25;Rio de Janeiro;Vendas;Gerente;18,04;51,24
Masculino;Divorciado;15;Sócio-econômicas;3;Curitiba;Vendas;Assistente;6,58;19,92
Masculino;Casado;19;Sócio-econômicas;26;São Paulo;Vendas;Gerente;48,72;94,06
Feminino;Casado;15;Exatas;12;São Paulo;Pessoal;Auxiliar;3,65;13,5
Feminino;Casado;11;Sócio-econômicas;14;Rio de Janeiro;Pessoal;Assistente;2,3;16,88
Feminino;Casado;15;Sócio-econômicas;27;Rio de Janeiro;Vendas;Gerente;43,12;16,48
Feminino;Solteiro;18;Biológicas;16;Florianópolis;Financeiro;Assistente;9,07;19,46
Feminino;Solteiro;10;Biológicas;0;Florianópolis;Produção;Auxiliar;1,3;2,68
Masculino;Casado;14;Sócio-econômicas;19;Rio de Janeiro;Financeiro;Assistente;9,96;6,68
Feminino;Solteiro;18;Humanas;16;Rio de Janeiro;Financeiro;Assistente;8,96;8,56
Masculino;Casado;13;Sócio-econômicas;13;São Paulo;Pessoal;Auxiliar;7,66;8,92
Feminino;Casado;15;Exatas;2;Florianópolis;Pessoal;Auxiliar;2,3;7,08
Feminino;Casado;13;Sócio-econômicas;15;São Paulo;Financeiro;Assi ;11,92;58,76
Masculino;Casado;18;Sócio-econômicas;28;Rio de Janeiro;Vendas;Assistente;34,03;65,92
Masculino;Casado;16;Humanas;25;Rio de Janeiro;Vendas;Assistente;32,69;45,22
Masculino;Casado;15;Sócio-econômicas;18;São Paulo;Pessoal;Assistente;19,67;9,44
Feminino;Casado;14;Sócio-econômicas;26;Rio de Janeiro;Vendas;Assistente;6,25;11,26
Masculino;Casado;18;Biológicas;34;Rio de Janeiro;Vendas;Assistente;15,22;16,08
Masculino;Casado;11;Humanas;2;Curitiba;Produção;Auxiliar;3,34;10,44
Feminino;Casado;17;Sócio-econômicas;27;Rio de Janeiro;Vendas;Assistente;17,52;61,76
Masculino;Solteiro;16;Humanas;22;São Paulo;Vendas;Assistente;8,96;19,68
Feminino;Casado;17;Exatas;6;São Paulo;Produção;Auxiliar;1,86;12,84
Feminino;Casado;17;Humanas;26;Curitiba;Vendas;Assistente;11,03;21,82
Feminino;Casado;20;Sócio-econômicas;29;Rio de Janeiro;Vendas;Gerente;29,38;92,06
Masculino;Casado;18;Humanas;13;Rio de Janeiro;Vendas;Assistente;26,53;34,34
Masculino;Viúvo;12;Humanas;28;São Paulo;Vendas;Assistente;12,59;18,34
Masculino;Casado;18;Sócio-econômicas;30;Rio de Janeiro;Financeiro;Assistente;42,81;39,72
Feminino;Casado;15;Sócio-econômicas;16;Curitiba;Vendas;Assistente;16,01;77,1
Masculino;Casado;19;Sócio-econômicas;21;Rio de Janeiro; ;Assistente;32,17;15,32
Feminino;Casado;17;Sócio-econômicas;21;Rio de Janeiro;Financeiro;Auxiliar;2,53;5,56
Masculino;Casado;12;Humanas;5;Curitiba;Pessoal;Assistente;2,91;48,6
Masculino;Solteiro;17;Humanas;19;Rio de Janeiro;Financeiro;Assistente;11,92;47,74
Masculino;Casado;15;Biológicas;18;Rio de Janeiro;Vendas;Auxiliar;4,46;2
Feminino;Casado;17;Exatas;16;Rio de Janeiro;Vend ;Assistente;18,93;55,86
Feminino;Casado;15;Sócio-econômicas;13;São Paulo;Vendas;Assistente;6,93;28,02
Feminino;Casado;14;Biológicas;6;Curitiba;Produção;Auxiliar;1,96;3,6
Masculino;Casado;17;Sócio-econômicas;17;Rio de Janeiro;Vendas;Assistente;27,46;46,06
Masculino;Casado;15;Biológicas;14;São Paulo;Produção;Assistente;7,1;22,06
Masculino;Casa ;13;Humanas;10;Curitiba;Pessoal;Auxiliar;1,04;6,78
Masculino;Solteiro;13;Sócio-econômicas;9;São Paulo;Vendas;Auxiliar;4,34;13,68
Masculino;Divorciado;17;Sócio-econômicas;19;São Paulo;Vendas;Assistente;13,28;10,1
Masculino;Casado;16;Biológicas;11;São Paulo;Vendas;Assistente;9,17;35,72
Masculino;Casado;23;Sócio-econômicas;38;Rio de Janeiro;Vendas;Gerente;67,37;38,24
Feminino;Casado;10;Exatas;0;Florianópolis;Produção;Auxiliar;1,04;4,84
Masculino;Casa ;15;Exatas;17;Curitiba;Vendas;Auxiliar;3,34;29,2
Feminino;Casado;11;Exatas;14;São Paulo;Produção;Auxiliar;8,24;22,82
Feminino;Casado;15;Sócio-econômicas;20;Florianópolis;Produção;Assistente;13,28;15,32
Masculino;Viúvo;15;Sócio-econômicas;23;São Paulo;Financeiro;Assistente;11,28;26
Masculino;Solteiro;14;Sócio-econômicas;5;São Paulo;Produção;Auxiliar;2,3;9,96
Masculino;Viúvo;16;Biológicas;10;São Paulo;Vendas;Auxiliar;7,66;26,28
Feminino;Viúvo;15;Sócio-econômicas;17;Rio de Janeiro;Financeiro;Assistente;8,34;27,14
Masculino;Casado;17;Sócio-econômicas;25;Rio de Janeiro;Vendas;Assistente;19,3;77,68
Masculino;Casado;17;Humanas;34;Rio de Janeiro;Vendas;Gerente;49,41;94,72
Masc ;Casado;19;Sócio-econômicas;24;Rio de Janeiro;Vendas;Assistente;21,4;78,28
Masculino;Casado;16;Humanas;11;São Paulo;Financeiro;Auxiliar;7,28;26,56
Feminino;Solt ;12;Exatas;10;São Paulo;Produção;Auxiliar;1,56;3,14
Masculino;Casado;13;Sócio-econômicas;20;Rio de Janeiro;Pessoal;Assistente;9,5;13,5
Masculino;Casado;19;Humanas;15;Rio de Janeiro;Vendas;Assistente;21,21;52,14
Masculino;Casado;15;Sócio-econômicas;31;Rio de Janeiro;Financeiro;Gere ;22,61;30,12
Masculino;Solteiro;9;Exatas;4;Florianópolis;Produção;Auxiliar;1,06;2,82
Feminino;Casado;17;Exat ;16;Rio de Janeiro;Vendas;Assistente;10,54;4,38
Masculino;Casado;15;Exatas;2;Rio de Janeiro;Vendas;Assistente;13;7,74
Masculino;Casado;17;Sócio-econômicas;36;Curitiba;Vendas;Assistente;31,13;25,72
Feminino;Solteiro;13;Exatas;3;Curitiba;Produção;Auxiliar;1,09;2,86
Masculino;Casado;14;Sócio-econômicas;10;Curitiba;Produção;Assistente;11,41;4,46
Feminino;Casado;15;Humanas;16;Rio de Janeiro;Vendas;Assistente;10,07;16,28
Feminino;Casado;14;Exatas;7;Florianópolis;Produção;Auxiliar;1,23;6,28
Masculino;Casado;21;Sócio-econômicas;21;Rio de Janeiro;Vend ;Gerente;50,45;154,94
Masculino;Casado;15;Sócio-econômicas;27;Rio de Janeiro;Financeiro;Assistente;11,53;39
Feminino;Divorciado;13;Biológicas;18;Curitiba;Financeiro;Auxiliar;1,41;9,84
Feminino;Casado;10;Sócio-econômicas;18;Florianópolis;Produção;Auxiliar;1,92;4,54
Feminino;Casado;17;Humanas;17;Curitiba;Vendas;Assistente;18,39;8,32
Feminino;Solteiro;15;Exatas;8;Rio de Janeiro;Financeiro;Auxiliar;2,23;7,4
Masculino;Casado;19;Sócio-econômicas;24;Rio de Janeiro;Vendas;Gerente;32,96;28,02
Feminino;Casado;14;Sócio-econômicas;22;Curitiba;Vendas;Assistente;8,24;34,68
Masculino;Solt ;11;Humanas;0;Florianópolis;Produção;Auxiliar;1,45;6,3
Masculino;Casado;14;Exatas;20;Rio de Janeiro;Vendas;Auxiliar;7,47;26,86
Masculino;Casado;19;Sócio-econômicas;26;Rio de Janeiro;Vendas;Assistente;34,85;41,24
Masculino;Solteiro;10;Humanas;6;São Paulo;Pessoal;Auxiliar;1,04;2,92
Feminino;Solteiro;13;Sócio-econômicas;6;São Paulo;Vendas;Auxiliar;5,86;20,14
Masculino;Casa ;13;Humanas;8;Curitiba;Produção;Auxiliar;1,96;3,78
Masculino;Casado;17;Biológicas;13;São Paulo;Financeiro;Assistente;9,73;6,98
Masculino;Solteiro;13;Sócio-econômicas;12;São Paulo;Vendas;Auxiliar;3,98;15,12
Feminino;Casado;19;Sócio-econômicas;31;Rio de Janeiro;Vendas;Gerente;25,4;84,36
Masculino;Casado;12;Sócio-econômicas;19;São Paulo;Vendas;Assistente;15,06;26,56
Masculino;Casado;15;Exatas;9;São Paulo;Vendas;Auxiliar;9,73;5,4
Masculino;Casado;10;Sócio-econômicas;11;Rio de Janeiro;Pessoal;Assistente;2,02;19,22
Masculino;Casado;14;Humanas;19;Rio de Janeiro;Vendas;Assistente;18,93;13,68
Masculino;Casado;12;Exatas;10;Curitiba;Produção;Assistente;2,7;15,88
Masculino;Casado;18;Sócio-econômicas;24;Rio de Janeiro;Financeiro;Assistente;9,61;74,18
Masculino;Casado;19;Sócio-econômicas;18;Rio de Janeiro;Vendas;Gerente;42,81;59,26
Masculino;Casado;13;Exatas;3;Florianópolis;Produção;Auxiliar;2,23;5,32
Feminino;Casado;14;Sócio-econômicas;12;Rio de Janeiro;Financeiro;Assistente;7,85;5,32
Feminino;Solteiro;16;Sócio-econômicas;15;Curitiba;Vendas;Auxiliar;4,22;31,38
Feminino;Casado;14;Exatas;28;Rio de Janeiro;Vendas;Auxiliar;8,34;26
Feminino;Casado;16;Sócio-econômicas;20;Rio de Janeiro;Vendas;Assistente;24,3;27,42
Masculino;Casado;15;Exatas;8;São Paulo;Financeiro;Assistente;7,75;20,84
Feminino;Casado;17;Sócio-econômicas;16;Curitiba;Pessoal;Assistente;8,54;12,02
Feminino;Divorciado;11;Sócio-econômicas;0;São Paulo;Produção;Auxiliar;1,14;4,6
Masculino;Casado;18;Exatas;10;Curitiba;Produção;Assistente;11,53;28,3
Feminino;Casado;9;Exatas;2;Curitiba;Produção;Auxiliar;1,48;6,2
Masculino;Casado;24;Sócio-econômicas;32;São Paulo;Vendas;Gerente;48,72;74,76
Feminino;Viúvo;13;Sócio-econômicas;0;Rio de Janeiro;Pessoal;Auxiliar;1,41;23,58
Feminino;Divorciado;15;Sócio-econômicas;12;Rio de Janeiro;Vendas;Assistente;6,17;12,18
Feminino;Casado;18;Sócio-econômicas;28;Rio de Janeiro;Vendas;Assistente;20,24;62,26
Feminino;Divorciado;15;Exat ;10;Rio de Janeiro;Pessoal;Auxiliar;2,53;3,46
Masculino;Divorciado;17;Sócio-econômicas;23;São Paulo;Vendas;Assistente;6,42;21,82
Feminino;Solteiro;18;Sócio-econômicas;27;Rio de Janeiro;Vendas;Assistente;20,24;29,2
Masculino;Casado;15;Exatas;11;Rio de Janeiro;Vendas;Assistente;15,69;15,5
Feminino;Solteiro;15;Sócio-econômicas;24;São Paulo;Vendas;Auxiliar;17,52;25,46
Feminino;Solteiro;13;Exatas;7;São Paulo;Pessoal;Auxiliar;1,7;8,92
Feminino;Solteiro;11;Exatas;14;Curitiba;Produção;Auxiliar;1,3;2,78
Masculino;Casado;17;Exatas;17;São Paulo;Vendas;Assistente;11,03;16,08
Feminino;Casado;10;Exatas;8;São Paulo;Produção;Auxiliar;2,45;3,36
Feminino;Divorciado;13;Humanas;5;Curitiba;Pessoal;Auxiliar;1,96;7,62
Masculino;Casado;19;Sócio-econômicas;15;São Paulo;Vendas;Gerente;33,49;30,12
Masculino;Solteiro;10;Biológicas;3;Curitiba;Produção;Auxiliar;1,32;2,36
Masculino;Casado;18;Humanas;19;Rio de Janeiro;Financeiro;Assistente;23,03;22,56
Feminino;Casado;14;Sócio-econômicas;11;Curitiba;Financeiro;Auxiliar;3,87;8,68
Masculino;Casado;16;Exatas;14;Curitiba;Vendas;Assistente;8,85;24,9
Masculino;Casado;21;Sócio-econômicas;25;Rio de Janeiro;Vendas;Gerente;39,44;69,7
Masculino;Casado;19;Exatas;17;Curitiba;Vendas;Assistente;11,92;16,28
Feminino;Solteiro;15;Sócio-econômicas;18;Rio de Janeiro;Vendas;Assistente;16,34;19,46
Feminino;Solteiro;16;Exatas;25;Rio de Janeiro;Vendas;Auxiliar;3,49;4,1
Feminino;Casado;12;Exatas;6;Florianópolis;Produção;Auxiliar;1,46;3,72
Feminino;Divorciado;18;Biológicas;22;Rio de Janeiro;Vendas;Auxiliar;4,78;7,08
Masculino;Casado;16;Humanas;22;Curitiba;Pessoal;Assistente;16,18;46,9
Feminino;Solteiro;20;Sócio-econômicas;26;Rio de Janeiro;Vendas;Assistente;16,84;84,04
Feminino;Solteiro;17;Humanas;27;São Paulo;Vendas;Assistente;7,28;9,96
Feminino;Viúvo;16;Exatas;9;Rio de Janeiro;Vendas;Assistente;9,17;18,56
Masculino;Casado;10;Exatas;9;Rio de Janeiro;Produção;Auxiliar;3;3,66
Feminino;Viúvo;18;Biológicas;16;São Paulo;Vendas;Assistente;11,92;24,64
Feminino;Casado;19;Humanas;22;Rio de Janeiro;Vendas;Assistente;9,28;39,34
Masculino;Casado;13;Exatas;4;Curitiba;Pessoal;Auxiliar;2,57;11,26
Masculino;Casado;8;Biológicas;11;Florianópolis;Produção;Auxiliar;1,02;5,14
Feminino;Casado;11;Exatas;15;São Paulo;Produção;Auxiliar;1,39;5,4
Masculino;Solteiro;16;Exatas;20;São Paulo;Vendas;Assistente;3,14;7,08
Masculino;Casado;16;Sócio-econômicas;15;Curitiba;Vendas;Assistente;30,37;13
Feminino;Casado;12;Biológicas;0;Curitiba;Produção;Auxiliar;1,68;4,68
Feminino;Casado;27;Sócio-econômicas;39;São Paulo;Vendas;Gerente;38,84;83,74
Feminino;Casado;10;Exatas;7;Curitiba;Pessoal;Auxiliar;1,32;4,9
Masculino;Casado;15;Sócio-econômicas;9;Rio de Janeiro;Vendas;Assistente;17;6,1
Feminino;Casado;13;Exatas;10;Curitiba;Financeiro;Auxiliar;1,99;3,54
Feminino;Divorciado;14;Exatas;15;Florianópolis;Vendas;Auxiliar;3,34;13
Masc ;Viúvo;15;Humanas;37;Rio de Janeiro;Vendas;Assistente;12,86;19
Feminino;Solteiro;9;Humanas;0;Curitiba;Produção;Auxiliar;1,73;3,12
Masculino;Viúvo;13;Sócio-econômicas;6;São  ;Financeiro;Auxiliar;11,03;24,1
Feminino;Casado;18;Exatas;10;Rio de Janeiro;Financeiro;Auxiliar;3,1;5,48
Feminino;Viúvo;16;Humanas;16;Rio de Janeiro;Vendas;Assistente;6,17;19,68
Feminino;Casado;14;Sócio-econômicas;21;Florianópolis;Pessoal;Assistente;4,1;7,74
Masculino;Casado;15;Sócio-econômicas;24;Rio de Janeiro;Produção;Assistente;9,07;8,44
Feminino;Divorciado;11;Biológicas;12;Curitiba;Pessoal;Auxiliar;1,49;2,46
Masculino;Casado;18;Sócio-econômicas;21;Rio de Janeiro;Vendas;Gerente;26,53;52,6
Masculino;Casado;11;Exatas;0;São Paulo;Vendas;Auxiliar;3,14;6,78
Masculino;Divorciado;13;Sócio-econômicas;6;Rio de Janeiro;Vendas;Assistente;15,69;7,3
Masculino;Casado;17;Sócio-econômicas;20;São Paulo;Vendas;Assistente;22,41;23,32
Masculino;Casado;15;Sócio-econômicas;3;Florianópolis;Produção;Auxiliar;9,73;14,76
Feminino;Solteiro;13;Sócio-econômicas;10;Curitiba;Pessoal;Auxiliar;1,96;8,92
Masculino;Casado;17;Sócio-econômicas;21;São Paulo;Produção;Assistente;13,43;51,7
